"GeneID"	"AA.043_Thalassimia_D08.N3"	"AA.043_Thalassimia_D10.N1"	"AA.043_Thalassimia_D08.N1"	"AA.043_Thalassimia_D10.N3"	"AA.043_Thalassimia_D10.H4"	"AA.043_Thalassimia_D08.H4"
"MIR4472-2"	0	0	0	0	0	0
"LINC00173"	9	3	6	6	14	9
"MAP1LC3B2"	24	48	50	41	32	21
"C12orf49"	794	1520	2162	1011	709	916
"RNFT2"	59	47	77	50	43	64
"HRK"	0	0	1	0	5	0
"FBXW8"	470	412	677	138	320	561
"LOC100506551"	48	24	61	11	36	50
"TESC"	5256	14983	15748	8073	5178	5857
"TESC-AS1"	7	7	5	1	1	3
"FBXO21"	1348	1725	3547	1057	899	1643
"NOS1"	1	2	6	1	22	0
"KSR2"	4	1	4	0	26	1
"RFC5"	3119	3930	5189	3192	2668	3637
"WSB2"	2395	4204	5584	3122	2007	2135
"VSIG10"	17	25	32	27	35	27
"PEBP1"	3752	3679	11025	2347	1046	4284
"TAOK3"	2575	4729	4520	3890	3373	2686
"SUDS3"	3287	5786	4213	5110	3313	2950
"SRRM4"	1	0	2	0	13	0
"HSPB8"	0	0	1	0	0	0
"LINC00934"	0	0	0	0	3	1
"CCDC60"	2	0	1	1	11	0
"TMEM233"	0	254	66	14	128	43
"PRKAB1"	3667	7672	9054	4968	3420	4216
"CIT"	8138	15191	11003	8787	9436	8026
"MIR1178"	6	22	4	5	10	12
"CCDC64"	24	30	29	9	24	23
"RAB35"	1307	2666	4389	1706	962	1612
"GCN1"	11080	15439	27132	8361	6045	11550
"MIR4498"	0	1	1	0	1	0
"RPLP0"	42253	74474	114965	53830	23137	44633
"PXN-AS1"	95	167	291	90	58	129
"PXN"	174	157	374	62	83	209
"RNU4-2"	1423	4868	2854	5045	1943	1420
"RNU4-1"	1167	2999	2269	3147	1219	1091
"SIRT4"	17	14	19	9	7	18
"PLA2G1B"	5	3	10	2	2	1
"MSI1"	0	0	4	0	17	0
"COX6A1"	1764	3880	4825	3293	1674	2091
"TRIAP1"	850	869	2342	667	320	1026
"GATC"	1962	2070	3306	1632	1205	2173
"SRSF9"	955	1804	2973	956	551	1092
"DYNLL1"	1834	3104	2624	3670	2915	2956
"NRAV"	127	148	244	132	122	181
"COQ5"	603	982	1149	824	423	608
"RNF10"	6505	23230	12569	22043	11166	6769
"POP5"	540	735	1032	645	402	591
"CABP1"	0	1	2	2	15	0
"MLEC"	5106	4279	9375	3441	1992	5260
"UNC119B"	2527	4393	5945	2797	1513	2366
"MIR4700"	0	0	0	0	0	0
"ACADS"	1465	4296	4638	2240	693	1226
"SPPL3"	1077	1456	2403	934	964	1202
"XLOC_009911"	1	1	0	0	2	0
"HNF1A-AS1"	1	1	1	0	4	2
"HNF1A"	27	45	66	15	14	32
"C12orf43"	546	727	1452	434	304	623
"OASL"	5	10	20	5	5	5
"P2RX7"	4	9	13	2	11	20
"P2RX4"	131	92	241	73	66	162
"CAMKK2"	1178	1276	2901	631	644	1551
"ANAPC5"	6765	9216	15741	6718	3944	6871
"RNF34"	1617	2104	2370	1704	1239	1759
"KDM2B"	1407	1621	3698	822	654	1450
"MIR7107"	0	1	1	3	0	2
"MIR548AQ"	23	11	7	0	18	18
"ORAI1"	123	177	501	63	52	170
"MORN3"	3	7	5	3	11	8
"TMEM120B"	2400	4141	4084	2139	1334	2241
"RHOF"	112	210	197	136	67	127
"LINC01089"	753	760	700	703	561	815
"SETD1B"	2320	3415	4663	1342	1956	2412
"HPD"	31	123	66	102	69	53
"PSMD9"	5064	11039	12405	8298	4630	5231
"WDR66"	65	73	76	45	62	60
"BCL7A"	1313	1864	3667	1074	763	1511
"MLXIP"	6478	8434	7679	4664	5112	5162
"LRRC43"	5	7	8	3	3	3
"IL31"	3	3	1	1	2	0
"B3GNT4"	21	29	39	8	15	23
"DIABLO"	1038	1269	2032	990	731	1191
"LOC101593348"	5	11	19	3	7	9
"VPS33A"	1236	1733	2525	1493	922	1331
"CLIP1"	1345	2067	2332	1450	1638	1549
"CLIP1-AS1"	39	40	22	11	29	29
"ZCCHC8"	3850	7586	4393	5096	4581	3464
"RSRC2"	4997	6897	6471	4822	4669	4854
"KNTC1"	12102	13291	13903	11351	11071	13075
"HCAR2"	3	1	3	0	1	3
"HCAR3"	5	2	1	0	1	0
"HCAR1"	2	0	4	0	3	2
"DENR"	2092	2047	3868	1578	1168	2088
"CCDC62"	14	12	17	10	32	14
"HIP1R"	520	355	962	257	165	400
"VPS37B"	1728	1744	6028	975	560	1909
"ABCB9"	694	398	1241	300	154	575
"OGFOD2"	635	916	1410	595	357	731
"ARL6IP4"	2541	4277	5505	4229	1234	2280
"PITPNM2"	26	22	96	6	25	49
"MIR4304"	0	0	0	0	0	0
"LOC100507091"	4	2	4	1	6	4
"MPHOSPH9"	6950	11043	7763	8390	8364	7278
"C12orf65"	450	825	646	517	384	518
"CDK2AP1"	1204	990	3894	521	410	1368
"SBNO1"	7659	11443	14427	8445	7214	8336
"MIR8072"	40	107	107	35	21	28
"SETD8"	4542	11036	9112	7817	4753	4780
"RILPL2"	257	265	838	149	90	272
"SNRNP35"	417	670	756	499	362	479
"RILPL1"	14	18	24	4	16	21
"MIR3908"	0	0	0	0	0	0
"LOC101927415"	62	46	61	43	35	53
"TMED2"	3322	4553	8669	3024	2228	4132
"DDX55"	1809	1669	3254	1012	852	2088
"EIF2B1"	1829	2268	4262	1666	1174	2171
"GTF2H3"	2320	3126	5447	2206	1323	2582
"TCTN2"	173	307	642	101	237	331
"ATP6V0A2"	3004	4044	5506	2631	2193	3027
"DNAH10"	11	13	15	5	34	18
"CCDC92"	40	25	98	15	20	49
"ZNF664"	3011	2535	4892	1921	2310	3454
"ZNF664-FAM101A"	1	0	1	0	0	0
"FAM101A"	0	0	0	0	0	0
"NCOR2"	1505	2091	3704	746	1064	1563
"MIR6880"	0	0	0	0	0	0
"SCARB1"	186	246	647	67	90	212
"UBC"	6914	16128	16657	16083	9943	8421
"MIR5188"	2	1	1	2	1	1
"DHX37"	1414	1769	3837	739	560	1465
"BRI3BP"	394	979	1456	357	282	454
"THRIL"	950	1363	1814	781	791	1067
"AACS"	652	1057	1174	517	420	729
"TMEM132B"	2	0	4	0	11	0
"LINC00939"	0	1	2	0	6	0
"LOC101927464"	0	0	1	0	2	0
"LOC100128554"	0	0	0	0	1	0
"LOC100996671"	0	0	0	0	1	0
"LINC00944"	0	0	0	0	3	0
"LINC00943"	0	0	0	0	3	0
"LOC440117"	0	1	1	3	2	0
"LOC101927592"	1	2	4	1	4	1
"LOC101927616"	0	0	0	0	0	0
"LOC101927637"	0	0	0	0	2	0
"FLJ37505"	1	0	0	0	4	0
"LINC00508"	0	0	0	0	4	2
"LINC00507"	0	0	0	0	2	0
"CRAT8"	0	0	0	0	2	0
"LOC100996679"	0	0	1	0	0	0
"LOC101927694"	0	0	0	1	3	0
"MIR4419B"	0	0	0	0	0	0
"TMEM132C"	0	0	2	0	8	1
"MIR3612"	0	0	0	0	0	0
"SLC15A4"	463	491	888	253	269	567
"GLT1D1"	4	5	7	3	20	6
"TMEM132D"	0	0	2	0	5	0
"LOC283352"	0	0	2	0	3	0
"LOC101927735"	1	0	0	0	2	0
"LOC100190940"	0	0	0	0	4	1
"FZD10-AS1"	0	0	3	0	5	0
"FZD10"	0	0	1	0	15	0
"PIWIL1"	2	0	0	0	11	0
"RIMBP2"	1	0	2	0	16	1
"STX2"	2268	3997	3445	4009	1777	1895
"RAN"	18153	28698	43157	23429	12509	19945
"ADGRD1"	1	0	0	0	6	1
"LACAT8"	0	0	0	0	1	0
"LINC01257"	0	0	0	0	4	0
"LOC338797"	0	0	1	1	1	0
"SFSWAP"	2520	4157	5366	2286	2246	2684
"MMP17"	4	2	12	1	8	5
"ULK1"	798	3405	1599	1446	1586	754
"PUS1"	691	988	2834	355	203	836
"EP400"	2655	2166	4766	741	1859	2827
"SNORA49"	63	95	101	132	80	70
"EP400NL"	117	77	173	69	69	96
"DDX51"	953	1072	2647	555	336	1050
"NOC4L"	466	688	1348	474	232	468
"GALNT9"	0	1	4	0	12	1
"LOC100130238"	0	1	0	0	4	0
"LOC101928416"	0	0	0	0	1	0
"FBRSL1"	466	872	1646	308	381	509
"MIR6763"	1	2	3	0	0	0
"LRCOL1"	0	0	0	0	1	1
"P2RX2"	37	46	64	9	27	48
"POLE"	9375	10976	15260	6223	6132	9096
"PXMP2"	621	1605	1509	1089	506	730
"PGAM5"	2914	3845	10288	2326	1084	3379
"ANKLE2"	3103	5007	6567	3279	2531	3300
"GOLGA3"	4496	7811	10370	4457	3671	5267
"CHFR"	2255	4826	4878	3147	2036	2328
"LOC101928530"	4	9	7	4	7	7
"ZNF605"	208	187	279	77	141	315
"ZNF26"	738	644	1427	437	395	787
"LOC101928597"	0	0	4	1	3	2
"ZNF84"	1311	1340	1922	1135	1099	1560
"ZNF140"	364	376	701	287	248	456
"ZNF891"	130	55	140	42	55	130
"ZNF10"	528	360	637	303	233	565
"ZNF268"	1488	1764	2826	1517	1208	1828
"ANHX"	1	0	1	0	3	0
"TAS2R45"	0	0	0	0	0	0
"FAM230C"	0	1	0	0	2	0
"LINC00417"	0	0	0	0	0	0
"ANKRD20A9P"	19	19	20	16	59	8
"RNU6-55P"	0	0	0	0	0	0
"RNU6-76P"	0	0	0	0	0	0
"LINC00408"	1	0	0	0	0	0
"LINC00442"	0	0	0	0	7	0
"RNU6-52P"	0	0	0	0	0	0
"TUBA3C"	0	1	1	0	2	0
"LOC101928697"	0	0	0	0	4	0
"ANKRD26P3"	1	0	2	0	8	2
"LINC00421"	0	0	0	0	0	0
"TPTE2"	6	2	4	3	16	9
"LINC00350"	1	0	0	0	0	0
"MPHOSPH8"	2228	3263	3709	2020	2197	2731
"PSPC1"	4710	7924	10030	5729	4219	5547
"ZMYM5"	805	1472	1202	1055	941	888
"ZMYM2"	5102	4597	7549	3306	3323	5445
"LINC01072"	0	0	1	0	2	0
"GJA3"	1	0	2	0	17	1
"GJB2"	0	0	0	0	10	0
"GJB6"	0	0	0	0	5	0
"CRYL1"	202	310	554	220	164	294
"MIR4499"	0	0	1	0	0	1
"IFT88"	637	927	1098	716	1022	822
"IL17D"	9	4	22	10	16	10
"N6AMT2"	187	295	319	294	128	162
"XPO4"	6959	6577	12943	4016	4141	6971
"LINC00367"	1	0	0	0	3	0
"LATS2"	425	914	1235	394	523	609
"SAP18"	2817	5211	6589	4943	2960	3338
"SKA3"	1292	1983	2190	1853	1677	1478
"MRPL57"	1329	2657	3349	2212	1212	1450
"LINC01046"	0	0	0	0	1	0
"MIPEPP3"	198	132	201	131	74	128
"LINC00539"	10	27	27	9	11	28
"ZDHHC20"	3268	3092	7127	1975	1891	3538
"MICU2"	3227	6060	5831	5157	3834	3536
"RNU6-59P"	14	7	10	1	14	8
"FGF9"	1	5	5	2	7	4
"LINC00424"	0	0	1	0	3	0
"LINC00540"	3	0	1	3	4	0
"BASP1P1"	0	0	0	0	2	0
"SGCG"	2	0	2	1	4	1
"RNU6-58P"	0	0	0	0	2	0
"SACS"	3507	2191	7683	1520	1120	3545
"SACS-AS1"	0	0	1	0	5	0
"LINC00327"	0	0	2	0	6	0
"TNFRSF19"	38	12	29	13	9	22
"MIPEP"	794	943	2240	528	323	847
"C1QTNF9B-AS1"	4	5	19	6	2	4
"C1QTNF9B"	0	0	1	1	4	0
"ANKRD20A19P"	3	1	0	0	3	0
"SPATA13"	2030	1423	3913	1255	1066	2012
"MIR2276"	5	1	3	0	0	8
"SPATA13-AS1"	9	8	8	1	5	18
"C1QTNF9"	0	1	1	1	3	0
"LINC00566"	0	0	1	0	3	0
"PARP4"	3262	4312	6154	3182	2824	3899
"TPTE2P6"	0	2	0	0	5	0
"ATP12A"	0	0	2	0	9	1
"RNF17"	4	5	7	4	21	2
"CENPJ"	2324	2479	3027	2384	2243	2514
"TPTE2P1"	0	3	3	1	11	2
"PABPC3"	7	8	39	13	22	20
"AMER2"	0	0	3	0	18	0
"LINC00463"	0	0	0	0	2	0
"LINC01053"	0	0	0	0	4	1
"MTMR6"	1810	3292	3339	2473	2287	1875
"NUPL1"	6765	9678	9864	8132	7028	7453
"ATP8A2"	0	0	4	0	17	1
"RNU6-78P"	0	0	0	0	2	0
"SHISA2"	0	0	2	0	5	0
"RNF6"	3546	5053	7206	4543	3328	3571
"CDK8"	1164	1506	2278	1078	780	1193
"WASF3"	80	3	41	20	14	14
"GPR12"	0	1	2	0	10	0
"USP12"	6572	15973	9203	18021	10916	6033
"USP12-AS1"	250	182	162	89	175	196
"USP12-AS2"	9	21	13	20	12	7
"LINC00412"	16	31	25	11	40	20
"SNORD102"	137	117	180	80	81	141
"SNORA27"	131	207	244	165	104	131
"RASL11A"	13	46	51	74	37	29
"GTF3A"	2776	4121	7675	2916	1500	3071
"MTIF3"	699	1138	1018	1256	743	706
"RNU6-63P"	0	0	0	0	0	0
"LNX2"	1900	3555	3277	3381	2372	2016
"POLR1D"	1880	3575	4602	3737	1547	2048
"GSX1"	0	0	2	0	3	0
"PDX1-AS1"	0	0	0	0	3	0
"PDX1"	0	0	2	0	15	0
"ATP5EP2"	11	24	38	22	14	7
"CDX2"	1	0	0	0	5	0
"URAD"	1	0	1	0	4	0
"FLT3"	12	7	12	9	29	27
"PAN3-AS1"	125	249	244	159	144	121
"PAN3"	3997	4625	5467	3251	4670	4079
"RNU6-82P"	74	30	56	18	78	68
"FLT1"	1	7	8	0	38	5
"POMP"	3814	6662	8750	6065	4104	4222
"SLC46A3"	538	511	748	385	311	482
"RNU6-53P"	1	2	0	3	1	2
"MTUS2"	22	9	33	9	30	25
"MTUS2-AS1"	1	6	4	3	0	2
"SLC7A1"	11925	23669	27685	14331	11297	11415
"UBL3"	240	419	420	305	317	236
"LINC00297"	0	0	0	0	2	0
"LINC00572"	0	0	0	0	2	0
"LINC00544"	0	0	0	0	1	0
"LINC00365"	1	0	2	0	0	2
"KATNAL1"	3695	6637	6498	3673	4948	3957
"RNU6-64P"	6	3	8	2	8	8
"LINC00426"	0	0	2	0	5	0
"LINC01058"	0	0	0	0	0	0
"HMGB1"	25665	33781	47605	28688	18877	25175
"USPL1"	1060	1288	1441	958	1175	1366
"ALOX5AP"	58	104	89	67	124	165
"LINC00398"	0	0	2	0	5	0
"LINC00545"	0	0	0	0	0	0
"TEX26-AS1"	0	0	0	0	2	0
"MEDAG"	0	1	0	0	6	0
"TEX26"	0	0	0	0	2	0
"HSPH1"	4179	4063	4800	3284	4259	5675
"B3GLCT"	435	787	989	490	607	439
"RXFP2"	0	7	1	2	8	1
"EEF1DP3"	6	4	8	7	13	6
"FRY-AS1"	3	3	4	4	4	11
"FRY"	806	3877	904	2879	2465	864
"ZAR1L"	1	2	2	0	3	1
"BRCA2"	9641	12543	13047	6646	9629	10222
"N4BP2L1"	296	332	397	209	158	332
"N4BP2L2"	4139	6412	5309	6489	5133	4512
"MINOS1P1"	109	100	187	37	103	101
"N4BP2L2-IT2"	711	862	1055	253	546	707
"PDS5B"	5381	5185	7517	3896	5203	5045
"LINC00423"	0	1	0	0	2	1
"KL"	5	15	10	9	15	7
"STARD13"	3	0	4	2	12	3
"STARD13-AS"	2	0	0	0	2	1
"RFC3"	5220	7498	8282	5660	5937	5428
"LINC00457"	0	0	0	0	1	0
"NBEA"	34	40	70	6	66	68
"MAB21L1"	0	2	3	0	1	3
"LINC00445"	0	0	0	0	3	0
"DCLK1"	2	1	5	0	32	0
"SOHLH2"	5	1	5	0	3	3
"CCDC169-SOHLH2"	1	0	1	0	0	7
"CCDC169"	160	74	184	103	31	134
"RNU6-71P"	8	2	1	0	1	5
"SPG20"	4892	9097	9049	7735	6276	4976
"SPG20-AS1"	3	1	10	1	7	8
"CCNA1"	0	8	12	4	6	8
"SERTM1"	0	2	2	0	4	0
"RFXAP"	770	744	890	512	716	671
"SMAD9"	49	40	76	18	50	44
"ALG5"	763	1013	2194	917	486	898
"EXOSC8"	2216	3181	4009	3389	1895	2439
"SUPT20H"	1961	2465	3468	1973	1824	2281
"CSNK1A1L"	2	3	1	2	1	0
"LINC01048"	0	0	0	0	1	0
"LINC00547"	0	1	2	0	6	0
"POSTN"	0	1	1	0	6	0
"TRPC4"	0	0	0	0	3	0
"LINC00571"	7	1	12	2	6	15
"UFM1"	1910	2133	3857	1737	1465	2100
"LINC00437"	0	0	0	0	4	0
"LINC00366"	0	0	0	0	2	0
"FREM2"	2	3	1	1	23	0
"RNU6-56P"	0	0	0	0	1	0
"STOML3"	0	0	0	0	5	0
"PROSER1"	1895	1605	3782	917	1291	2003
"NHLRC3"	418	317	560	212	265	459
"LHFP"	93	59	183	15	28	78
"COG6"	696	813	1182	789	642	716
"MIR4305"	6	6	5	1	2	4
"LINC00332"	0	0	0	0	1	0
"LINC00548"	1	0	0	0	6	1
"LINC00598"	6	5	18	1	11	6
"FOXO1"	555	771	1372	437	599	523
"MIR320D1"	6	1	7	0	3	2
"MRPS31"	1152	1870	2106	1619	1063	1354
"SLC25A15"	3644	2801	6992	2516	1103	3474
"TPTE2P5"	299	159	252	91	67	321
"MIR621"	0	0	0	0	0	0
"SUGT1P3"	137	83	186	59	68	142
"ELF1"	4294	5530	7682	4854	4031	4898
"WBP4"	1570	2290	2215	2209	1856	1851
"MIR3168"	0	0	0	0	0	0
"KBTBD6"	579	367	942	215	232	571
"LOC101929140"	26	25	30	15	30	33
"KBTBD7"	371	345	567	271	269	474
"MTRF1"	604	797	840	704	530	665
"NAA16"	2528	1943	2655	1170	1580	2336
"RNU6-57P"	48	18	20	3	9	33
"OR7E37P"	1	0	1	0	0	0
"RGCC"	2799	7827	5165	8367	4450	2900
"VWA8"	2086	1514	3084	1489	2000	2490
"MIR5006"	0	0	1	0	1	2
"VWA8-AS1"	0	1	1	3	1	2
"DGKH"	78	48	50	51	649	384
"AKAP11"	2944	3662	4019	2171	3035	3507
"TNFSF11"	0	0	0	0	7	0
"FAM216B"	0	0	0	0	10	0
"LINC01050"	0	0	0	0	0	0
"LINC00428"	1	0	0	0	5	0
"EPSTI1"	1338	1319	1932	2036	794	816
"DNAJC15"	1685	2433	3428	2519	1538	1840
"LINC00400"	8	3	18	3	3	14
"ENOX1"	2	0	6	1	13	6
"ENOX1-AS2"	0	1	0	0	2	0
"CCDC122"	7	8	17	3	12	5
"LACC1"	19	55	67	36	101	78
"LINC00284"	0	0	2	0	6	0
"SMIM2-AS1"	1	6	2	0	4	2
"SMIM2"	0	0	1	0	2	0
"SMIM2-IT1"	0	1	2	0	0	0
"MIR8079"	0	0	0	0	0	0
"SERP2"	8	23	32	12	11	9
"TUSC8"	0	1	1	1	5	1
"TSC22D1"	4459	6190	12055	4649	3112	5434
"TSC22D1-AS1"	32	44	86	18	27	40
"LINC00330"	0	2	3	2	10	0
"NUFIP1"	581	446	922	326	272	592
"GPALPP1"	897	1365	1453	1180	790	980
"LOC101929259"	0	0	1	0	7	0
"GTF2F2"	2208	2761	4535	2338	1508	2460
"RNU6-69P"	20	4	16	1	6	11
"KCTD4"	300	69	183	48	109	247
"TPT1"	37948	84143	74848	81677	38857	42859
"SNORA31"	16	22	28	6	2	10
"TPT1-AS1"	64	82	49	50	65	66
"SLC25A30"	281	152	451	99	110	326
"SLC25A30-AS1"	6	1	7	0	3	1
"COG3"	1309	1820	2170	1518	1338	1449
"ERICH6B"	1	0	2	0	14	0
"LINC01055"	0	0	0	0	3	1
"SPERT"	0	0	1	0	3	0
"SIAH3"	5	11	34	2	17	33
"ZC3H13"	3339	4774	5300	3625	3141	3719
"CPB2-AS1"	12	6	15	6	12	6
"CPB2"	11	9	16	5	8	5
"LCP1"	3980	4741	10843	2920	2747	5823
"LRRC63"	19	26	15	30	60	39
"LINC00563"	0	0	0	0	2	2
"KIAA0226L"	26	24	34	17	23	32
"RNU6-68P"	0	0	0	0	0	0
"LINC01198"	0	1	0	0	1	0
"LRCH1"	895	596	1293	362	502	845
"ESD"	2898	4368	7315	3430	2504	3440
"HTR2A"	3	0	2	0	2	0
"HTR2A-AS1"	0	0	0	0	1	0
"LINC00562"	30	12	68	2	20	25
"SUCLA2"	1427	1488	2828	1232	1064	1604
"NUDT15"	629	554	1566	385	266	734
"MED4"	1962	2807	3806	2140	1699	2112
"MED4-AS1"	70	28	64	18	28	70
"ITM2B"	3471	7626	6954	6280	4742	3337
"LINC00441"	16	65	33	33	33	28
"RB1"	7022	11656	10001	8820	9548	6711
"LPAR6"	317	271	368	133	377	357
"RCBTB2"	209	223	391	180	179	208
"LINC00462"	0	0	0	0	2	0
"CYSLTR2"	312	391	311	727	171	161
"FNDC3A"	3023	2033	3573	1357	1719	3033
"MLNR"	3	1	5	0	10	1
"CDADC1"	544	627	904	423	298	612
"CAB39L"	294	352	580	313	224	349
"SETDB2"	1086	1224	1471	987	692	1106
"PHF11"	483	537	863	444	424	529
"RCBTB1"	1974	4421	4753	2267	2431	2372
"ARL11"	4	6	12	4	22	19
"EBPL"	333	163	816	95	76	316
"KPNA3"	5222	5288	9689	3186	3960	5675
"CTAGE10P"	6	1	4	1	6	3
"SPRYD7"	318	678	627	516	380	375
"DLEU2"	1427	1996	1195	1951	2190	1300
"MIR3613"	4	5	2	5	4	6
"TRIM13"	1777	2233	2821	1345	2098	2001
"KCNRG"	179	172	123	75	227	164
"MIR16-1"	2	4	3	4	3	2
"MIR15A"	21	34	13	25	25	11
"DLEU1"	957	818	1495	704	660	1046
"ST13P4"	24	18	38	9	13	33
"DLEU1-AS1"	5	3	4	0	4	5
"DLEU7"	1	1	4	0	12	1
"DLEU7-AS1"	1	0	2	1	1	0
"RNASEH2B-AS1"	108	109	155	48	33	91
"RNASEH2B"	4630	7314	9715	5378	3422	4489
"GUCY1B2"	2	2	6	0	7	5
"LINC00371"	0	2	1	1	4	0
"FAM124A"	1	1	5	0	12	2
"SERPINE3"	8	32	23	13	30	11
"MIR5693"	0	4	4	1	3	2
"INTS6"	4085	7167	6302	5990	5955	5184
"INTS6-AS1"	56	187	86	162	137	83
"MIR4703"	0	0	0	0	0	1
"WDFY2"	520	392	666	206	244	527
"DHRS12"	78	181	228	82	68	105
"LINC00282"	17	11	87	4	23	20
"CCDC70"	3	1	17	1	5	6
"ATP7B"	11048	7755	24117	4352	3212	10583
"ALG11"	791	938	1188	682	653	872
"UTP14C"	2567	2928	3939	2188	1990	2617
"NEK5"	8	8	21	6	14	11
"LOC101929657"	8	9	17	6	7	15
"NEK3"	332	241	436	179	134	317
"MRPS31P5"	622	571	757	319	353	680
"LOC103191607"	0	0	0	0	3	0
"THSD1"	5	7	17	3	16	8
"VPS36"	1536	1447	2505	1160	1171	1511
"CKAP2"	7574	16036	11336	13579	12379	7781
"TPTE2P3"	6	1	1	4	7	3
"HNRNPA1L2"	391	383	787	204	138	428
"SUGT1"	1777	2905	3411	2293	1736	2003
"LECT1"	6	5	6	3	9	4
"MIR759"	0	0	0	0	1	0
"PCDH8"	4	0	3	1	14	1
"OLFM4"	0	1	2	0	10	0
"LINC01065"	0	0	0	1	0	0
"LINC00558"	0	0	0	0	6	0
"LINC00458"	0	0	0	0	1	0
"MIR1297"	0	0	0	0	1	0
"MIR5007"	0	0	0	0	0	0
"PRR20E"	0	0	0	0	0	0
"PRR20B"	0	0	0	0	0	0
"PRR20C"	0	0	0	0	0	0
"PRR20D"	0	0	0	0	0	0
"PRR20A"	0	0	0	0	0	0
"PCDH17"	0	0	0	0	6	0
"LOC101926897"	2	0	0	0	11	0
"DIAPH3"	4270	5911	5464	4281	4973	4057
"DIAPH3-AS1"	130	91	91	33	101	93
"DIAPH3-AS2"	184	84	94	55	121	159
"LINC00434"	0	1	0	0	0	0
"TDRD3"	893	977	1316	829	712	888
"LINC00378"	0	0	0	0	0	0
"MIR3169"	0	0	0	0	1	0
"PCDH20"	1	0	0	0	4	0
"LINC00358"	0	0	0	0	3	0
"LINC01075"	0	0	0	0	2	0
"LINC00448"	0	0	0	0	0	0
"LINC00376"	1	0	2	0	3	0
"LINC00395"	0	0	0	0	0	0
"OR7E156P"	0	0	0	0	3	1
"RNU6-81P"	0	0	0	0	0	0
"LOC102723968"	1	0	0	0	3	0
"MIR548X2"	0	0	0	0	0	0
"MIR4704"	0	0	0	0	1	0
"PCDH9"	39	32	82	41	22	47
"PCDH9-AS2"	0	0	1	0	3	0
"PCDH9-AS3"	0	0	0	0	1	0
"PCDH9-AS4"	0	0	0	0	2	0
"LINC00364"	0	0	0	0	1	0
"LINC00550"	0	1	1	0	6	0
"LINC00383"	0	0	0	0	4	0
"KLHL1"	0	0	0	0	5	0
"ATXN8OS"	0	0	0	0	3	0
"LINC00348"	0	0	1	0	6	0
"DACH1"	16	14	25	10	29	24
"MZT1"	2292	5092	4136	3945	3885	2303
"BORA"	1723	3117	2683	3213	2373	1838
"DIS3"	4500	5253	8932	3975	3195	4916
"PIBF1"	2113	3280	3256	3027	2498	2355
"RNU6-79P"	6	3	1	2	4	5
"KLF5"	67	138	161	87	96	84
"RNU6-66P"	0	0	0	0	1	0
"LINC00392"	0	0	0	0	1	0
"KLF12"	11	8	25	6	27	22
"LINC00381"	0	0	1	0	2	0
"LINC00347"	0	0	3	0	2	0
"CTAGE11P"	0	3	2	0	3	2
"TBC1D4"	179	79	403	51	70	315
"COMMD6"	425	754	980	599	400	458
"UCHL3"	923	943	2156	1028	568	1001
"LMO7-AS1"	17	3	18	3	17	14
"LMO7"	247	215	238	150	178	251
"LMO7DN"	0	0	0	0	3	0
"LMO7DN-IT1"	0	1	0	0	0	0
"KCTD12"	33	86	64	37	106	99
"BTF3P11"	0	1	0	0	1	0
"IRG1"	2	0	0	1	2	1
"CLN5"	781	1262	1271	993	738	764
"FBXL3"	3971	5474	6739	4329	3951	3506
"MYCBP2"	7429	5775	12594	3435	4104	7913
"MYCBP2-AS1"	14	15	14	2	10	16
"SCEL"	0	0	1	0	5	0
"SCEL-AS1"	0	0	0	0	1	0
"LOC100129307"	0	0	0	0	1	0
"SLAIN1"	744	882	1326	588	305	659
"MIR3665"	0	0	0	0	0	0
"EDNRB-AS1"	4	2	1	2	5	3
"EDNRB"	6	2	6	1	11	1
"LINC01069"	0	1	0	0	2	0
"LINC00446"	0	0	0	0	4	0
"RNF219-AS1"	9	4	12	2	5	6
"POU4F1"	117	160	264	58	84	155
"RNF219"	997	1093	2340	983	885	1100
"LINC00331"	0	0	0	0	3	0
"RBM26"	3511	3799	5062	2527	2744	3673
"RBM26-AS1"	58	84	82	76	58	63
"NDFIP2-AS1"	0	0	0	0	1	0
"NDFIP2"	1204	1281	2174	821	918	1325
"LINC01068"	0	1	1	0	3	0
"LINC01038"	0	0	0	0	2	1
"LINC00382"	0	0	0	0	4	1
"LINC01080"	0	0	0	0	2	0
"SPRY2"	42	12	50	8	20	51
"LINC00377"	0	0	0	0	0	0
"LINC00564"	0	0	0	0	2	0
"RNU6-67P"	0	0	0	0	0	0
"SLITRK1"	0	1	0	0	9	0
"LINC00333"	2	2	0	0	2	0
"LINC00375"	0	0	0	1	0	0
"LINC00351"	0	0	2	0	1	0
"RNU6-72P"	0	0	0	0	0	0
"SLITRK6"	0	0	1	0	4	1
"MIR4500HG"	3	3	1	3	3	2
"MIR4500"	1	0	1	0	1	0
"SLITRK5"	9	1	6	13	6	1
"LINC00397"	0	0	0	0	2	1
"LOC105370306"	0	0	0	0	6	0
"LINC00433"	0	0	0	0	6	0
"LINC01047"	0	0	0	0	0	0
"LINC00440"	0	0	0	0	1	0
"LINC01040"	0	0	0	0	2	0
"LINC00353"	0	0	0	0	4	0
"LINC00559"	0	0	2	0	11	0
"MIR622"	0	0	0	0	0	0
"LINC01049"	0	0	0	0	4	0
"RNU6-75P"	0	1	0	0	1	0
"LINC00410"	0	0	4	0	6	0
"LINC00380"	0	0	0	1	0	0
