molecule_chembl_id,stdInChiKey,formula,STATUS,pIC50,MW,LogP,nHAcc,nHDon,smiles,preferredCompoundName
CHEMBL3092199,UKVXALXNKRQBET-UHFFFAOYSA-N,C24H24F3N3O5S2,active,9.173925197299171,555.6,3.438480000000002,6,0,CS(=O)(=O)c1ccc(cc1C(=O)N2CCC(CC2)N(C3CC3)S(=O)(=O)c4cccc(c4)C(F)(F)F)C#N,-
CHEMBL171631,BZNQQPUBAAHLPN-UIOOFZCWSA-N,C30H41N3O5,inactive,8.193820026016112,523.6740000000002,3.5947000000000022,6,2,CC(C)C[C@H](N1CCOCC1)C(=O)N[C@@H](Cc2ccc(OC(=O)c3ccccc3)cc2)C(=O)NC(C)(C)C,-
CHEMBL354153,ZLIKSOPWGHWESY-ZEQRLZLVSA-N,C28H39N3O4,inactive,8.638272163982407,481.63700000000017,3.8241000000000023,5,2,CC(C)C[C@H](N(C)C)C(=O)N[C@@H](Cc1ccc(OC(=O)c2ccccc2)cc1)C(=O)NC(C)(C)C,-
CHEMBL353259,MYFQBOLGVURRKZ-UIOOFZCWSA-N,C30H43N3O4,inactive,8.55284196865778,509.6910000000002,4.602700000000004,5,2,CC(C)C[C@H](N(C)C(C)C)C(=O)N[C@@H](Cc1ccc(OC(=O)c2ccccc2)cc1)C(=O)NC(C)(C)C,-
CHEMBL171282,MVEIMGJTABCVHV-VXKWHMMOSA-N,C26H35N3O4,inactive,8.42021640338319,453.58300000000014,3.2212000000000014,5,3,CC(C)C[C@H](N)C(=O)N[C@@H](Cc1ccc(OC(=O)c2ccccc2)cc1)C(=O)NC(C)(C)C,-
CHEMBL173002,RRIAPBKNSVWTSC-ILRLXPBVSA-N,C31H45N3O5,inactive,8.657577319177793,539.7170000000003,3.9652000000000034,6,3,CC(C)C[C@H](N(C)CCC(C)O)C(=O)N[C@@H](Cc1ccc(OC(=O)c2ccccc2)cc1)C(=O)NC(C)(C)C,-
CHEMBL171442,CHUZLEXYSBWIHZ-UIOOFZCWSA-N,C31H43N3O6,inactive,8.356547323513812,553.7000000000002,3.7574000000000014,7,2,CCOC(=O)CN(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccc(OC(=O)c2ccccc2)cc1)C(=O)NC(C)(C)C,-
CHEMBL354624,CTYGCVSPGNTSPX-GOTSBHOMSA-N,C27H37N3O4,inactive,8.638272163982407,467.6100000000002,3.4819000000000013,5,3,CN[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccc(OC(=O)c2ccccc2)cc1)C(=O)NC(C)(C)C,-
CHEMBL173056,UPKJJEYRBBFKPJ-NSOVKSMOSA-N,C32H45N3O5,inactive,8.508638306165727,551.7280000000001,4.373300000000003,6,2,CC(C)C[C@H](N(C)C1CCOCC1)C(=O)N[C@@H](Cc2ccc(OC(=O)c3ccccc3)cc2)C(=O)NC(C)(C)C,-
CHEMBL352393,SRIKSRIESRUOBY-ILRLXPBVSA-N,C31H45N3O4,inactive,8.823908740944319,523.7180000000002,4.992800000000004,5,2,CCC(C)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccc(OC(=O)c2ccccc2)cc1)C(=O)NC(C)(C)C,-
CHEMBL171586,ZCWIRBQBJJSZDH-SVBPBHIXSA-N,C31H43N3O4,inactive,8.853871964321762,521.7020000000002,4.748400000000004,5,2,CC(C)C[C@H](N1CCCCC1)C(=O)N[C@@H](Cc2ccc(OC(=O)c3ccccc3)cc2)C(=O)NC(C)(C)C,-
CHEMBL115845,FMIQMDFYQNEHTJ-UHFFFAOYSA-N,C33H36N2O4,inactive,8.481486060122112,524.6610000000004,6.449170000000007,5,3,CC(C)Oc1cc(OCCc2ccc(cc2)C(=N)N)cc(OCc3ccccc3CCc4ccc(O)cc4)c1,-
CHEMBL116780,VTUMKXYASMMBLZ-UHFFFAOYSA-N,C33H36N2O4,inactive,8.568636235841014,524.6610000000004,6.449170000000007,5,3,CC(C)Oc1cc(OCCc2ccc(cc2)C(=N)N)cc(OCc3ccccc3CCc4cccc(O)c4)c1,-
CHEMBL302506,HNLWVKWKZHYCFP-NSOVKSMOSA-N,C32H41N3O5,inactive,8.795880017344075,547.6960000000003,4.987500000000004,6,2,CC(C)C[C@H](N(C)Cc1occc1)C(=O)N[C@@H](Cc2ccc(OC(=O)c3ccccc3)cc2)C(=O)NC(C)(C)C,-
